1149	1149
1120	19
454	1159
454	1159
454	1159
36	1182
992	1182
397	1182
505	1190
1042	1190
1339	1190
1774	1190
944	1201
1389	1201
36	1207
992	1207
397	1207
1209	1209
1213	1213
590	1213
853	1213
2014	1213
590	1213
853	1213
2014	1213
104	312
1810	312
188	1226
473	1226
598	1226
938	1226
1334	1226
1518	1226
1000	1234
1227	1234
1490	1234
1534	1234
291	1236
37	1236
839	1236
291	1236
37	1236
839	1236
135	426
426	426
703	426
426	426
703	426
426	426
135	426
1754	1240
188	1226
473	1226
598	1226
938	1226
1334	1226
1518	1226
1261	1261
1864	1261
188	1279
473	1279
598	1279
938	1279
1334	1279
1518	1279
188	1279
473	1279
598	1279
938	1279
1334	1279
1518	1279
188	1279
473	1279
598	1279
938	1279
1334	1279
1518	1279
320	1290
1132	1290
1290	1290
1318	1290
19	1290
1724	1290
320	1290
1132	1290
1290	1290
1318	1290
19	1290
1724	1290
33	1296
831	1296
1754	1299
104	1306
1810	1306
1309	1309
1309	1309
1017	1311
1151	1315
1151	1315
1105	1324
166	1328
1151	1335
1151	1335
1372	1351
577	1359
384	1365
104	1365
1810	1365
1367	1367
1372	1372
1825	389
19	19
19	19
187	1377
1379	1379
1383	1383
279	1393
1393	1393
1017	1395
1147	1398
1421	1398
1000	1401
1227	1401
1490	1401
1534	1401
104	1408
1810	1408
104	168
1810	168
663	1423
947	1424
590	1427
853	1427
2014	1427
956	1429
104	312
1810	312
177	1443
1692	1443
104	564
1810	564
1754	1455
1209	1456
1077	1457
13	1461
279	1468
1393	1468
188	625
473	625
598	625
938	625
1334	625
1518	625
166	1371
330	1485
502	1485
978	1485
1828	1487
2050	1488
512	1494
1105	1514
188	1515
473	1515
598	1515
938	1515
1334	1515
1518	1515
345	1519
1000	1524
1227	1524
1490	1524
1534	1524
104	564
1810	564
1105	1544
597	980
931	980
931	980
1105	1557
1754	1557
279	1559
1393	1559
1754	1562
1147	1566
1421	1566
279	19
1393	19
1300	38
1308	38
1300	38
1437	38
639	1026
330	1575
502	1575
978	1575
831	1578
451	1582
1586	1586
831	741
397	1594
1149	1594
104	1613
1810	1613
1105	1630
590	354
853	354
2014	354
330	1634
502	1634
978	1634
1300	1644
1308	1644
1300	1644
1437	1644
436	1650
850	1665
850	1665
577	1105
330	1674
502	1674
978	1674
505	1696
1042	1696
1339	1696
1774	1696
320	19
1132	19
1290	19
1318	19
19	19
1724	19
330	1698
502	1698
978	1698
166	1715
320	1716
1132	1716
1290	1716
1318	1716
19	1716
1724	1716
1963	1718
1754	1723
44	1724
1724	1724
26	1735
1735	1735
1000	1735
1227	1735
1490	1735
1534	1735
166	1715
279	782
1393	782
104	1737
1810	1737
291	1742
37	1742
839	1742
166	51
346	1371
90	90
177	1762
1692	1762
177	1762
1692	1762
851	1775
1676	1778
320	1724
1132	1724
1290	1724
1318	1724
19	1724
1724	1724
327	327
279	1804
1393	1804
1120	19
436	1815
181	181
19	1817
281	1828
1172	1828
330	1830
502	1830
978	1830
1147	1833
1421	1833
1151	1853
1151	1853
36	1861
992	1861
397	1861
330	1634
502	1634
978	1634
1261	1864
1864	1864
279	686
1393	686
279	1867
1393	1867
279	1871
1393	1871
279	1871
1393	1871
291	1034
37	1034
839	1034
36	1882
992	1882
397	1882
291	397
37	397
839	397
663	1889
940	1899
1107	1899
1977	1899
3	19
177	1922
220	1922
248	1922
600	1922
830	1922
1033	1922
1017	1927
104	620
1810	620
291	30
37	30
839	30
292	1944
292	1944
505	1956
1042	1956
1339	1956
1774	1956
279	593
1393	593
1000	1966
1227	1966
1490	1966
1534	1966
752	1971
1833	1971
105	1976
397	155
1149	155
1147	1088
1421	1088
642	2002
1464	2002
642	2002
1464	2002
166	869
166	869
104	312
1810	312
2029	2029
361	2043
436	2045
2050	2050
2050	2050
